Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,SI,0.559
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,NO TROQUEL,NO,0.56
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.56
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.561
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.561
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,0.562
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,0.563
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.563
PAPEL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,0.564
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,0.564
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.565
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,0.566
PET/FOIL/PEBD,BOLSA,FLEX UP,FUELLE INSERTADO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,0.568
PET/PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,TROQUEL FORMA,NO,0.568
PEBD,BOLSA,PLANA,HILO+FFA,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,0.568
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.569
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.57
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.571
BOPP MATE/BOPP METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,0.571
BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.572
PET/PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,0.572
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.572
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,<=100,NO,NO TROQUEL,SI,0.574
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.576
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,SI,0.576
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO BAJO,SI,0.576
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.577
PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.577
PAPEL/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,>100,SI,GRADO BAJO,SI,0.578
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.578
PET/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,0.578
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.578
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.579
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.579
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,0.579
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.579
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,GRADO BAJO,SI,0.58
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,NO TROQUEL,NO,0.58
BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.58
PEADIMP/PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,NO TROQUEL,NO,0.581
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.581
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,0.581
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,>100,NO,GRADO BAJO,SI,0.582
PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,GRADO BAJO,NO,0.583
PEADIMP/PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,GRADO ALTO,NO,0.583
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,SI,>100,NO,NO TROQUEL,NO,0.584
BOPP MATE/FOIL/PEBD,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.585
FLEXIBLE (PA-PE)/COEXT. HBA (PE-EVOH),BOLSA,TIPO GALON,FLOW PACK,Grupo 1,NO,>100,SI,GRADO ALTO,NO,0.587
PEADIMP/PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,0.589
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO ALTO,NO,0.59
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.59
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.592
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.592
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,NO,>100,NO APLICA,NO APLICA,NO APLICA,0.593
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.593
PEADIMP/PEADTS-AB,BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,NO,GRADO ALTO,SI,0.594
BOPA/BOPA/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 3,SI,>100,SI,GRADO ALTO,NO,0.594
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,0.595
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.596
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.596
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.596
BOPP MATE/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.597
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,0.598
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.598
PEADIMP/PEADTS-AB,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,0.598
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,>100,SI,GRADO ALTO,NO,0.6
BOPP MATE/BOPP METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,0.6
BOPA/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.6
BOPA/BOPA/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 3,SI,>100,SI,GRADO ALTO,NO,0.6
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 2,SI,>100,NO,NO TROQUEL,NO,0.601
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,>100,SI,GRADO ALTO,NO,0.601
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.601
PEADIMP/PEADTS,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,SI,0.602
BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.602
BOPP PLANO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,GRADO BAJO,SI,0.603
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,0.604
BOPA/WINPAK (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.604
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,SI,>100,NO,NO TROQUEL,NO,0.604
BOPA/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.606
BOPP MATE/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,0.606
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.607
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.609
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,SI,0.609
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,<=100,NO,NO TROQUEL,NO,0.61
PEADIMP/PEADTS-AB,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,NO,0.611
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.611
BOPA/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,0.611
PET/FOIL/PEBD,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,NO,>100,SI,NO TROQUEL,NO,0.612
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.612
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.613
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.613
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.613
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.613
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.614
BOPA/FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,<=100,SI,NO TROQUEL,NO,0.615
PET/PET METALIZADO/PEBD,BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO ALTO,NO,0.615
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.615
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,0.616
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.617
BOPP MATE/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.617
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP SIN SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,0.617
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,0.617
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.618
BOPP MATE/PET METALIZADO/PEBD,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.618
PET/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,SI,TROQUEL FORMA,NO,0.618
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.618
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.619
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.62
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.62
PEADIMP/PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,0.62
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.62
ALICOMPOST,BOLSA,PLANA,HILO,Grupo 2,NO,<=100,NO,GRADO ALTO,NO,0.621
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,0.622
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.623
PET/FOIL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO BAJO,SI,0.623
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP SIN SELLE DE FONDO,Grupo 2,SI,>100,SI,GRADO BAJO,SI,0.623
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.623
PEADTS/PEADTS-AB,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,SI,0.626
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.626
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.627
PEADIMP/PEADTS,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.628
BOPP MATE/BOPP TERMOSELLABLE,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.628
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.628
PET/BOPP PLANO/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,NO,0.629
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 3,NO,<=100,SI,NO TROQUEL,NO,0.629
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.63
FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.63
PET MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.632
BOPP TERMOSELLABLE/BOPP TERMOSELLABLE,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.632
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,0.633
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.633
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,0.633
PEADIMP/PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,0.633
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,SI,GRADO ALTO,NO,0.634
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.634
BOPP MATE/FOIL/PEBD,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,NO,NO TROQUEL,NO,0.635
BOPA/PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,>100,SI,NO TROQUEL,NO,0.635
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.637
PEADIMP/PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,0.637
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,0.638
PET/FOIL/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,>100,NO,NO TROQUEL,NO,0.638
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,<=100,NO,NO TROQUEL,NO,0.638
PET/CPP,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,<=100,NO,GRADO ALTO,SI,0.638
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.639
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO BAJO,SI,0.639
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.639
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO BAJO,SI,0.639
PET/COEXT. HBA (PE-EVOH),BOLSA,MANGA PASTELERA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,0.64
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.641
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,NO,<=100,SI,NO TROQUEL,NO,0.641
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,0.641
BOPP MATE/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,<=100,NO,GRADO ALTO,SI,0.641
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,0.642
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,>100,SI,NO TROQUEL,NO,0.642
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.642
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,0.643
BOPA/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.643
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.643
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.643
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,0.644
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,0.644
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.644
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 4,NO,>100,SI,NO TROQUEL,NO,0.644
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.645
PAPEL/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,0.645
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO ALTO,SI,0.646
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,0.647
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.648
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO REDONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,0.648
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO ALTO,SI,0.648
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,0.648
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.649
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.649
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,0.649
